acuM_protein.fasta,XM_023236073.1,73.904,479,63,4,154,627,1,1266,0.0,645,79.75,0,1
acuM_protein.fasta,AP007159.1,85.019,267,37,1,310,573,1179449,1178649,2.37e-152,429,91.76,0,-1
acuM_protein.fasta,AP007159.1,71.277,94,20,3,210,302,1179792,1179529,2.37e-152,130,78.72,0,-3
acuM_protein.fasta,AP007159.1,90.909,66,6,0,562,627,1178622,1178425,2.40e-26,116,96.97,0,-3
acuM_protein.fasta,AP007159.1,36.869,198,100,8,10,196,1180766,1180215,1.93e-14,78.2,49.49,0,-1
acuM_protein.fasta,XM_023234669.1,22.099,181,104,1,457,600,1303,1845,7.72e-12,68.9,41.44,0,1
acuM_protein.fasta,XM_023234669.1,48.889,45,20,1,197,241,202,327,1.33e-07,55.5,64.44,0,1
acuM_protein.fasta,AP007154.1,22.099,181,104,1,457,600,1855184,1854642,2.61e-11,68.2,41.44,0,-2
acuM_protein.fasta,XM_023237850.1,43.103,58,31,2,190,246,4,174,1.17e-04,45.4,55.17,0,1
acuM_protein.fasta,AP007166.1,29.204,113,76,3,190,299,1737418,1737753,5.25e-04,44.3,45.13,0,1
acuM_protein.fasta,AP007151.1,37.037,54,24,1,178,221,377166,377327,0.003,42.0,48.15,0,3
acuM_protein.fasta,AP007162.1,29.885,87,49,3,165,245,70203,69961,0.003,41.6,45.98,0,-3
acuM_protein.fasta,XM_023234249.1,37.037,54,24,1,178,221,238,399,0.003,41.2,48.15,0,1
acuM_protein.fasta,XM_023235287.1,45.946,37,19,1,187,222,94,204,0.004,40.4,64.86,0,1
ags3_protein.fasta,XM_023233813.1,81.025,2419,436,10,1,2412,4,7212,0.0,3995,89.58,0,1
ags3_protein.fasta,AP007175.1,79.615,2335,417,12,121,2412,251373,258329,0.0,3774,88.14,0,3
ags3_protein.fasta,AP007175.1,84.167,120,19,0,1,120,250967,251326,2.36e-50,199,90.83,0,2
ags3_protein.fasta,MK118770.1,54.680,2436,1035,23,22,2412,55,7290,0.0,2612,70.36,0,1
ags3_protein.fasta,XM_023235348.1,54.680,2436,1035,23,22,2412,55,7290,0.0,2612,70.36,0,1
ags3_protein.fasta,XM_001821909.1,54.251,2435,1011,24,23,2412,58,7188,0.0,2601,70.51,0,1
ags3_protein.fasta,AP007159.1,51.920,2109,895,24,179,2226,1466819,1472971,0.0,2130,68.85,0,2
ags3_protein.fasta,AP007159.1,63.529,170,62,0,2226,2395,1473027,1473536,1.85e-55,207,75.29,0,3
ags3_protein.fasta,AP007159.1,75.000,16,4,0,2397,2412,1473601,1473648,1.85e-55,30.8,87.50,0,1
ags3_protein.fasta,AP007159.1,58.242,182,51,2,23,179,1466221,1466766,3.81e-55,215,68.68,0,1
ags3_protein.fasta,AP007155.1,52.869,2039,894,22,180,2176,4009224,4015265,0.0,2071,69.30,0,3
ags3_protein.fasta,AP007155.1,58.140,172,71,1,2225,2395,4015532,4016047,9.09e-72,194,71.51,0,2
ags3_protein.fasta,AP007155.1,57.353,68,29,0,2158,2225,4015267,4015470,9.09e-72,92.8,76.47,0,1
ags3_protein.fasta,AP007155.1,62.500,16,6,0,2397,2412,4016115,4016162,9.09e-72,27.3,93.75,0,3
ags3_protein.fasta,AP007155.1,71.287,101,27,1,22,120,4008635,4008937,5.07e-57,163,83.17,0,2
ags3_protein.fasta,AP007155.1,64.407,59,21,0,121,179,4008991,4009167,5.07e-57,80.9,69.49,0,1
ags3_protein.fasta,AP007155.1,25.000,272,144,8,66,329,4004444,4003785,1.17e-08,62.0,38.24,0,-1
ags3_protein.fasta,AB229312.1,69.780,182,51,1,1321,1498,3,548,6.75e-82,268,81.87,0,3
ags3_protein.fasta,AB227789.1,39.189,222,130,2,1954,2170,152,817,8.51e-36,139,53.15,0,2
ags3_protein.fasta,XM_001820490.1,25.000,272,144,8,66,329,100,759,5.07e-09,62.0,38.24,0,1
alb1_protein.fasta,XM_001822648.1,72.346,2148,584,6,1,2145,1,6423,0.0,3204,83.99,0,1
alb1_protein.fasta,XM_023233838.1,46.590,2185,1050,34,7,2145,10,6351,0.0,1864,63.52,0,1
alb1_protein.fasta,AP007162.1,74.003,1154,298,2,192,1344,1502082,1498624,0.0,1808,86.31,0,-3
alb1_protein.fasta,AP007162.1,70.012,827,224,4,1337,2145,1498583,1496121,0.0,1150,80.29,0,-1
alb1_protein.fasta,AP007162.1,29.098,976,584,35,357,1262,432118,429305,3.45e-83,307,46.21,0,-2
alb1_protein.fasta,AP007162.1,74.227,97,25,0,1,97,1502768,1502478,2.58e-59,149,80.41,0,-1
alb1_protein.fasta,AP007162.1,54.639,97,43,1,97,192,1502428,1502138,2.58e-59,101,73.20,0,-2
alb1_protein.fasta,AP007175.1,46.768,2104,986,35,105,2145,113136,119234,0.0,1793,63.36,0,3
alb1_protein.fasta,AP007175.1,26.483,1450,912,42,354,1717,1106893,1102748,5.02e-117,418,44.55,0,-3
alb1_protein.fasta,AP007175.1,26.961,1402,882,48,376,1713,286762,290733,1.28e-114,410,45.79,0,1
alb1_protein.fasta,AP007175.1,27.548,628,369,16,540,1107,1098951,1097146,6.42e-47,188,44.90,0,-1
alb1_protein.fasta,XM_023233857.1,44.521,1752,893,23,1,1716,7,5133,0.0,1469,62.33,0,1
alb1_protein.fasta,XM_023233857.1,38.257,413,193,11,1774,2140,4933,6123,8.43e-68,255,54.96,0,1
alb1_protein.fasta,XM_001821459.1,42.194,1659,876,27,1,1601,1,4902,0.0,1278,59.98,0,1
alb1_protein.fasta,XM_001821459.1,35.084,419,213,11,1768,2145,5125,6327,1.65e-59,228,52.27,0,1
alb1_protein.fasta,XM_001821459.1,40.000,70,40,1,1654,1721,5155,5364,2.57e-08,60.5,65.71,0,1
alb1_protein.fasta,XM_023235601.1,36.920,1747,1007,27,21,1717,64,5169,0.0,1068,53.75,0,1
alb1_protein.fasta,XM_023235601.1,30.952,84,57,1,1759,1842,4924,5172,0.004,43.1,50.00,0,1
alb1_protein.fasta,AB196490.1,45.498,1255,619,19,187,1397,24367,20666,0.0,1061,62.15,0,-1
alb1_protein.fasta,AB196490.1,36.139,404,199,11,1768,2130,19696,18539,7.37e-58,224,52.97,0,-1
alb1_protein.fasta,AB196490.1,32.258,186,122,3,1405,1587,20574,20020,5.92e-23,108,54.84,0,-2
alb1_protein.fasta,AB196490.1,35.789,95,59,2,98,190,24704,24420,1.65e-18,58.9,54.74,0,-3
alb1_protein.fasta,AB196490.1,33.000,100,61,2,1,97,25060,24770,1.65e-18,55.8,56.00,0,-1
alb1_protein.fasta,AB196490.1,40.000,70,40,1,1654,1721,19666,19457,3.58e-08,60.1,65.71,0,-1
alb1_protein.fasta,AB076803.1,45.498,1255,619,19,187,1397,10261,6560,0.0,1061,62.15,0,-3
alb1_protein.fasta,AB076803.1,36.139,404,199,11,1768,2130,5590,4433,6.14e-58,224,52.97,0,-3
alb1_protein.fasta,AB076803.1,32.258,186,122,3,1405,1587,6468,5914,5.47e-23,108,54.84,0,-1
alb1_protein.fasta,AB076803.1,35.789,95,59,2,98,190,10598,10314,1.70e-18,58.9,54.74,0,-2
alb1_protein.fasta,AB076803.1,33.000,100,61,2,1,97,10954,10664,1.70e-18,55.8,56.00,0,-3
alb1_protein.fasta,AB076803.1,40.000,70,40,1,1654,1721,5560,5351,3.45e-08,60.1,65.71,0,-3
alb1_protein.fasta,AP007159.1,45.498,1255,619,19,187,1397,30862,27161,0.0,1061,62.15,0,-2
alb1_protein.fasta,AP007159.1,28.995,945,592,29,373,1262,4240,1478,3.04e-85,314,44.97,0,-2
alb1_protein.fasta,AP007159.1,28.470,706,424,24,608,1261,425815,423785,7.56e-71,202,43.91,0,-2
alb1_protein.fasta,AP007159.1,35.099,151,78,3,458,607,426291,425896,7.56e-71,88.2,48.34,0,-3
alb1_protein.fasta,AP007159.1,36.139,404,199,11,1768,2130,26191,25034,7.62e-58,224,52.97,0,-2
alb1_protein.fasta,AP007159.1,32.258,186,122,3,1405,1587,27069,26515,6.02e-23,108,54.84,0,-3
alb1_protein.fasta,AP007159.1,35.789,95,59,2,98,190,31199,30915,1.55e-18,58.9,54.74,0,-1
alb1_protein.fasta,AP007159.1,33.000,100,61,2,1,97,31555,31265,1.55e-18,55.8,56.00,0,-2
alb1_protein.fasta,AP007159.1,40.000,70,40,1,1654,1721,26161,25952,3.61e-08,60.1,65.71,0,-2
areA_protein.fasta,XM_001816899.3,72.103,889,217,13,1,881,1,2598,0.0,1092,80.88,0,1
areA_protein.fasta,AP007150.1,70.285,912,217,14,1,881,1337497,1340163,0.0,1079,78.84,0,1
areA_protein.fasta,AJ002968.1,70.285,912,217,14,1,881,2282,4948,0.0,1079,78.84,0,2
areA_protein.fasta,AF320305.1,69.967,909,222,14,1,881,1189,3846,0.0,1070,78.55,0,1
areA_protein.fasta,AB228198.1,78.049,41,9,0,680,720,171,293,1.50e-14,73.6,82.93,0,3
areA_protein.fasta,XM_001821737.3,78.049,41,9,0,680,720,76,198,3.64e-14,75.1,82.93,0,1
areA_protein.fasta,AP007159.1,78.049,41,9,0,680,720,891517,891639,2.69e-12,72.0,82.93,0,1
areA_protein.fasta,AP007159.1,36.364,66,17,1,680,720,1965817,1966014,7.21e-07,54.3,46.97,0,1
areA_protein.fasta,AP007159.1,53.659,41,11,1,680,720,1965346,1965444,5.45e-05,48.1,60.98,0,1
areA_protein.fasta,XM_001822077.3,58.537,41,17,0,680,720,823,945,2.76e-11,67.8,75.61,0,1
areA_protein.fasta,XM_001822077.3,53.659,41,11,1,680,720,352,450,1.93e-05,48.9,60.98,0,1
areA_protein.fasta,AB227453.1,58.537,41,17,0,680,720,179,301,4.56e-11,66.2,75.61,0,2
areA_protein.fasta,AB225268.1,60.976,41,12,2,804,844,200,310,2.99e-07,46.6,80.49,0,2
areA_protein.fasta,AB225268.1,92.857,14,1,0,868,881,378,419,2.99e-07,28.5,92.86,0,3
cat1_protein.fasta,XM_001823781.3,83.379,728,118,2,1,728,1,2175,0.0,1185,90.25,0,1
cat1_protein.fasta,AB226050.1,88.519,270,31,0,221,490,708,1517,0.0,506,91.48,0,3
cat1_protein.fasta,AB226050.1,95.161,124,6,0,86,209,301,672,0.0,215,96.77,0,1
cat1_protein.fasta,AB226050.1,73.563,87,22,1,1,87,48,305,0.0,134,82.76,0,3
cat1_protein.fasta,AB226050.1,89.474,19,2,0,209,227,671,727,0.0,44.3,100.00,0,2
cat1_protein.fasta,AB226050.1,78.947,19,4,0,489,507,1513,1569,0.0,39.3,100.00,0,1
cat1_protein.fasta,AP007166.1,92.254,142,11,0,171,312,150402,149977,2.13e-173,283,96.48,0,-2
cat1_protein.fasta,AP007166.1,77.551,98,21,1,1,98,151033,150743,2.13e-173,159,84.69,0,-1
cat1_protein.fasta,AP007166.1,89.744,78,8,0,95,172,150695,150462,2.13e-173,117,94.87,0,-3
cat1_protein.fasta,AP007166.1,47.101,138,55,2,310,447,149939,149580,2.13e-173,113,57.97,0,-3
cat1_protein.fasta,AP007166.1,73.203,306,80,1,423,728,149477,148566,8.88e-147,410,84.31,0,-3
cat1_protein.fasta,AP007166.1,84.507,71,11,0,354,424,149746,149534,8.88e-147,131,92.96,0,-1
cat1_protein.fasta,AP007166.1,59.259,54,22,0,124,177,1715150,1714989,2.10e-16,63.2,68.52,0,-3
cat1_protein.fasta,AP007166.1,28.846,104,52,3,172,258,1714953,1714657,2.10e-16,42.7,44.23,0,-2
cat1_protein.fasta,AP007166.1,29.949,197,126,6,341,532,1714296,1713727,2.14e-13,75.1,49.24,0,-2
cat1_protein.fasta,AB078864.2,92.254,142,11,0,171,312,912,1337,2.23e-173,283,96.48,0,3
cat1_protein.fasta,AB078864.2,77.551,98,21,1,1,98,281,571,2.23e-173,159,84.69,0,2
cat1_protein.fasta,AB078864.2,89.744,78,8,0,95,172,619,852,2.23e-173,117,94.87,0,1
